acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,time
-0.2115478515625,-0.0970458984375,0.77557373046875,1.1603053435114503,1.9083969465648856,1.16793893129771,1758787806.3543315
-0.261962890625,-0.11053466796875,0.92462158203125,-16.80916030534351,92.91603053435115,2.6259541984732824,1758787806.373562
0.0484619140625,-0.11590576171875,1.0850830078125,-8.15267175572519,135.77862595419847,1.9389312977099236,1758787806.392793
0.00103759765625,0.39019775390625,0.01556396484375,-0.48854961832061067,0.11450381679389313,0.0,1758787806.4120238
0.3275146484375,0.1431884765625,-0.665771484375,-161.34351145038167,0.48091603053435117,-0.12213740458015267,1758787806.4312544
-6.103515625e-05,0.99993896484375,-1.75,-8.755725190839694,34.87786259541985,103.58015267175573,1758787806.4504852
0.01904296875,0.84002685546875,1.896240234375,79.41984732824427,-236.17557251908397,-0.48091603053435117,1758787806.469716
0.00091552734375,0.0,1.2098388671875,204.90076335877862,-169.3969465648855,-132.01526717557252,1758787806.4889467
0.00384521484375,-0.251953125,-1.55230712890625,4.038167938931298,110.54198473282443,-1.9465648854961832,1758787806.5081775
0.75384521484375,-0.0009765625,0.00018310546875,246.84732824427482,156.77862595419847,7.641221374045801,1758787806.5274084
-0.015625,0.00384521484375,-0.0009765625,10.251908396946565,-0.007633587786259542,-31.221374045801525,1758787806.5466392
0.06243896484375,0.265625,-0.78106689453125,2.381679389312977,-0.007633587786259542,-31.221374045801525,1758787806.5658698
1.68743896484375,-0.015625,0.10931396484375,-0.12213740458015267,0.8473282442748091,-0.007633587786259542,1758787806.5851007
-0.2496337890625,1.81243896484375,-0.015625,13.67175572519084,-0.12213740458015267,0.816793893129771,1758787806.6043315
0.06353759765625,0.89312744140625,-0.01556396484375,13.67175572519084,-0.12213740458015267,0.816793893129771,1758787806.623562
-6.103515625e-05,-0.2496337890625,0.06243896484375,-1.9541984732824427,13.67175572519084,-80.36641221374046,1758787806.642793
-0.0062255859375,-0.09130859375,0.955322265625,2.9083969465648853,65.04580152671755,13.221374045801527,1758787806.5711699
0.08673095703125,-0.0809326171875,1.147705078125,3.9923664122137406,70.36641221374046,9.992366412213741,1758787806.5904007
0.1741943359375,-0.09185791015625,1.1055908203125,2.5572519083969465,42.86259541984733,3.9160305343511452,1758787806.6096315
0.05010986328125,0.2691650390625,0.07818603515625,126.44274809160305,15.053435114503817,82.90839694656489,1758787806.6288621
0.53424072265625,0.03271484375,-1.7349853515625,21.595419847328245,-32.0763358778626,155.72519083969465,1758787806.648093
0.25115966796875,-1.989013671875,0.120361328125,79.61068702290076,101.87022900763358,35.3587786259542,1758787806.6673238
0.5150146484375,0.1727294921875,-0.298583984375,146.93129770992365,138.89312977099237,201.3206106870229,1758787806.6865544
0.009521484375,0.0904541015625,-0.11651611328125,134.34351145038167,-2.351145038167939,24.48854961832061,1758787806.7057853
-0.10479736328125,0.09515380859375,-0.06121826171875,128.70992366412213,-5.763358778625954,16.65648854961832,1758787806.725016
